id,Tisch F4 Collection Name ,Notes
tufts:24152,Faculty Scholarship,FacultyScholarshipIngest: 2018-02-07T12:32:58.405-05:00; Tisch manages metadata and binary.
tufts:24153,Faculty Scholarship,FacultyScholarshipIngest: 2018-02-07T12:32:58.405-05:00; Tisch manages metadata and binary.
tufts:24154,Faculty Scholarship,FacultyScholarshipIngest: 2018-02-07T12:32:58.405-05:00; Tisch manages metadata and binary.
tufts:24155,Faculty Scholarship,FacultyScholarshipIngest: 2018-02-07T12:32:58.405-05:00; Tisch manages metadata and binary.
tufts:24156,Faculty scholarship,SpringerBatchTransform: 2018-02-12T09:12:15.161-05:00
tufts:24208,Faculty scholarship,SpringerBatchTransform: 2018-02-26T09:50:47.5-05:00
tufts:24209,Faculty scholarship,SpringerBatchTransform: 2018-02-26T09:54:16.782-05:00
tufts:24210,Faculty scholarship,SpringerBatchTransform: 2018-02-26T09:54:16.782-05:00
tufts:24262,Faculty scholarship,SpringerBatchTransform: 2018-03-06T08:30:04.376-05:00
tufts:24343,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24344,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24345,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24346,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24347,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24348,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24349,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24350,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24351,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24352,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24353,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24354,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24355,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24356,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24357,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24358,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24359,Faculty Scholarship,FacultyScholarshipIngest: 2018-03-19T11:43:36.791-04:00; Tisch manages metadata and binary.
tufts:24360,Faculty scholarship,SpringerBatchTransform: 2018-03-21T09:46:16.302-04:00
tufts:24361,Faculty scholarship,SpringerBatchTransform: 2018-03-21T09:46:16.302-04:00
tufts:24362,Faculty scholarship,SpringerBatchTransform: 2018-03-21T09:46:16.302-04:00
tufts:24363,Faculty scholarship,SpringerBatchTransform: 2018-03-21T08:01:57.319-04:00
tufts:24427,Faculty scholarship,SpringerBatchTransform: 2018-03-26T12:59:57.786-04:00
tufts:24428,Faculty scholarship,SpringerBatchTransform: 2018-03-26T12:59:57.786-04:00
tufts:24429,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:07:04.134-04:00; Tisch manages metadata and binary.
tufts:24430,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:07:04.134-04:00; Tisch manages metadata and binary.
tufts:24431,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:07:04.134-04:00; Tisch manages metadata and binary.
tufts:24432,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:07:04.134-04:00; Tisch manages metadata and binary.
tufts:24433,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:07:04.134-04:00; Tisch manages metadata and binary.
tufts:24434,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:07:04.134-04:00; Tisch manages metadata and binary.
tufts:24435,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24436,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24437,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24438,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24439,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24440,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24441,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24442,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24443,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24444,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24445,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24446,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24447,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24448,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24449,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24450,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24451,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24452,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24453,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24454,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24455,Faculty scholarship,NutritionBatchTransform: 2018-03-31T17:33:16.896-04:00; Tisch manages metadata and binary.
tufts:24497,Faculty scholarship,SpringerBatchTransform: 2018-04-03T09:22:25.406-04:00
tufts:24498,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24499,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24500,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24501,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24502,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24503,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24504,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24505,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24506,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24507,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24508,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24509,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24510,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24511,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24512,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-05T10:20:46.473-04:00; Tisch manages metadata and binary.
tufts:24513,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:23:31.364-04:00; Tisch manages metadata and binary.
tufts:24514,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:23:31.364-04:00; Tisch manages metadata and binary.
tufts:24515,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:23:31.364-04:00; Tisch manages metadata and binary.
tufts:24516,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:23:31.364-04:00; Tisch manages metadata and binary.
tufts:24517,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:23:31.364-04:00; Tisch manages metadata and binary.
tufts:24518,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:26:31.317-04:00; Tisch manages metadata and binary.
tufts:24519,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:26:31.317-04:00; Tisch manages metadata and binary.
tufts:24520,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:26:31.317-04:00; Tisch manages metadata and binary.
tufts:24521,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-09T10:26:31.317-04:00; Tisch manages metadata and binary.
tufts:24522,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-10T08:13:45.695-04:00; Tisch manages metadata and binary.
tufts:24523,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-10T08:13:45.695-04:00; Tisch manages metadata and binary.
tufts:24524,Faculty scholarship,SpringerBatchTransform: 2018-04-10T08:31:05.074-04:00
tufts:24525,Faculty Scholarship,FacultyScholarshipIngest: 2018-04-12T09:21:06.126-04:00; Tisch manages metadata and binary.
tufts:24526,Faculty scholarship,SpringerBatchTransform: 2018-04-17T07:57:54.515-04:00
tufts:24651,Faculty scholarship,SpringerBatchTransform: 2018-04-23T09:47:56.473-04:00
tufts:24652,Faculty scholarship,SpringerBatchTransform: 2018-04-23T09:47:56.473-04:00
tufts:24654,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24655,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24656,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24657,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24658,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24659,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24660,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24661,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24662,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24663,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24664,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24665,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24666,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24667,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24668,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24669,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24670,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24671,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24672,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24673,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24674,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24675,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24676,Faculty scholarship,NutritionBatchTransform: 2018-04-23T14:50:11.556-04:00; Tisch manages metadata and binary.
tufts:24956,Faculty scholarship,SpringerBatchTransform: 2018-05-07T09:24:32.758-04:00
tufts:24957,Faculty scholarship,SpringerBatchTransform: 2018-05-07T09:24:32.758-04:00
tufts:24958,Faculty scholarship,SpringerBatchTransform: 2018-05-07T09:24:32.758-04:00
tufts:24980,Faculty Scholarship,FacultyScholarshipIngest: 2018-05-10T11:44:53.58-04:00; Tisch manages metadata and binary.
tufts:24981,Faculty Scholarship,FacultyScholarshipIngest: 2018-05-10T11:44:53.58-04:00; Tisch manages metadata and binary.
tufts:24982,Faculty Scholarship,FacultyScholarshipIngest: 2018-05-10T11:44:53.58-04:00; Tisch manages metadata and binary.
tufts:24983,Faculty Scholarship,FacultyScholarshipIngest: 2018-05-10T11:44:53.58-04:00; Tisch manages metadata and binary.
tufts:24984,Faculty scholarship,SpringerBatchTransform: 2018-05-14T10:05:00.204-04:00
tufts:24985,Faculty scholarship,SpringerBatchTransform: 2018-05-14T10:05:00.204-04:00
tufts:24986,Faculty scholarship,SpringerBatchTransform: 2018-05-14T10:05:00.204-04:00
tufts:24991,Faculty scholarship,SpringerBatchTransform: 2018-05-21T10:15:04.823-04:00
tufts:24992,Faculty scholarship,
tufts:24993,Faculty scholarship,SpringerBatchTransform: 2018-06-04T08:54:22.728-04:00
tufts:24994,Faculty scholarship,SpringerBatchTransform: 2018-06-04T08:54:22.728-04:00
tufts:24995,Faculty scholarship,SpringerBatchTransform: 2018-06-04T08:54:22.728-04:00
tufts:25100,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T09:14:14.298-04:00; Tisch manages metadata and binary.,Original file name: Yates et al 2018_Building bridges and deconstructing pathways in agriculture nutrition and health"
tufts:25101,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T09:14:14.298-04:00; Tisch manages metadata and binary.,Original file name: Shrestha et al. (2018) Pre-Earthquake diets in Nepal (Asia Pac Jou Clin Nutr)"
tufts:25102,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T09:14:14.298-04:00; Tisch manages metadata and binary.,Original file name: Kabunga\, Ghosh and Webb (Nov 2017) Does_ownership_of_improved_dairy_cow_breeds_improve nutrition (PLOSOne)"
tufts:25103,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T09:14:14.298-04:00; Tisch manages metadata and binary.,Original file name: Education and micronutrient deficiencies_ an ecological study exploring interactions between women's schooling and children's micronutrient status"
tufts:25104,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T09:14:14.298-04:00; Tisch manages metadata and binary.,Original file name: Miller et al (Dec 2017) Womens_education_amplifies_program effects_on diets and nutrition in Nepal (Int Jou Equity in Health)"
tufts:25105,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T10:47:32.826-04:00; Tisch manages metadata and binary.,Original file name: Uganda FINAL presentation (May 2018) Research for Nutrition-Sensitive Progrmming (Nutrition Innovation Lab)"
tufts:25106,Faculty scholarship,"NutritionBatchTransform: 2018-06-11T10:47:32.826-04:00; Tisch manages metadata and binary.,Original file name: Webb (May 2018) Dietetics Program Development for Malawi (All Innovation Lab Directors' Meeting Kampala)"
tufts:25107,Faculty scholarship,SpringerBatchTransform: 2018-06-11T11:27:02.837-04:00
tufts:sd.0000005,Faculty Scholarship,
tufts:sd.0000181,Faculty Scholarship,
tufts:sd.0000365,Faculty Scholarship,
tufts:sd.0000435,Faculty Scholarship,
tufts:sd.0000496,Faculty Scholarship,
tufts:sd.0000497,Faculty Scholarship,
tufts:sd.0000498,Faculty Scholarship,
tufts:sd.0000500,Faculty Scholarship,
tufts:sd.0000501,Faculty Scholarship,
tufts:sd.0000502,Faculty Scholarship,
tufts:sd.0000503,Faculty Scholarship,
tufts:sd.0000504,Faculty Scholarship,
tufts:sd.0000505,Faculty Scholarship,
tufts:sd.0000506,Faculty Scholarship,Dana has created an isPartof: Tufts published scholarship.
tufts:sd.0000507,Faculty Scholarship,
tufts:sd.0000508,Faculty Scholarship,
tufts:sd.0000509,Faculty Scholarship,
tufts:sd.0000510,Faculty Scholarship,
tufts:sd.0000511,Faculty Scholarship,
tufts:sd.0000512,Faculty Scholarship,
tufts:sd.0000513,Faculty Scholarship,
tufts:sd.0000514,Faculty Scholarship,
tufts:sd.0000515,Faculty Scholarship,
tufts:sd.0000516,Faculty Scholarship,
tufts:sd.0000517,Faculty Scholarship,
tufts:sd.0000518,Faculty Scholarship,
tufts:sd.0000519,Faculty Scholarship,
tufts:sd.0000520,Faculty Scholarship,
tufts:sd.0000521,Faculty Scholarship,
tufts:sd.0000523,Faculty Scholarship,
tufts:sd.0000524,Faculty Scholarship,
tufts:sd.0000525,Faculty Scholarship,
tufts:sd.0000526,Faculty Scholarship,
tufts:sd.0000527,Faculty Scholarship,
tufts:sd.0000528,Faculty Scholarship,
tufts:sd.0000530,Faculty Scholarship,
tufts:sd.0000531,Faculty Scholarship,
tufts:sd.0000534,Faculty Scholarship,
tufts:sd.0000535,Faculty Scholarship,
tufts:sd.0000536,Faculty Scholarship,
tufts:sd.0000537,Faculty Scholarship,
tufts:sd.0000539,Faculty Scholarship,
tufts:sd.0000540,Faculty Scholarship,
tufts:sd.0000557,Faculty Scholarship,
tufts:sd.0000563,Faculty Scholarship,
tufts:sd.0000564,Faculty Scholarship,
tufts:sd.0000584,Faculty Scholarship,
tufts:sd.0000587,Faculty Scholarship,
tufts:sd.0000602,Faculty Scholarship,
tufts:sd.0000603,Faculty Scholarship,
tufts:sd.0000687,Faculty Scholarship,
tufts:sd.0000701,Faculty Scholarship,
tufts:sd.0000702,Faculty Scholarship,
tufts:sd.0000703,Faculty Scholarship,
tufts:sd.0000704,Faculty Scholarship,
tufts:sd.0000705,Faculty Scholarship,
tufts:sd.0000707,Faculty Scholarship,
tufts:sd.0000709,Faculty Scholarship,Staff
tufts:sd.0000710,Faculty Scholarship,
tufts:sd.0000711,Faculty Scholarship,Staff
tufts:sd.0000712,Faculty Scholarship,
tufts:18448,Faculty scholarship,Changed per Andrea
tufts:18774,Licensed content,
tufts:18776,Licensed content,
tufts:18933,Licensed content,
tufts:22601,Licensed content,
tufts:24207,Licensed content,
tufts:12385,Licensed content,
tufts:24181,Licensed content,
tufts:perseus.image.1987.01.0049,Perseus,
tufts:perseus.image.1987.01.0083,Perseus,
tufts:perseus.image.1987.01.0085,Perseus,
tufts:perseus.image.1987.01.0111,Perseus,
tufts:perseus.image.1987.01.0112,Perseus,
tufts:perseus.image.1987.01.0113,Perseus,
tufts:perseus.image.1987.01.0116,Perseus,
tufts:perseus.image.1987.01.0116.1,Perseus,
tufts:perseus.image.1987.01.0119,Perseus,
tufts:perseus.image.1987.01.0120,Perseus,
tufts:perseus.image.1987.01.0121,Perseus,
tufts:perseus.image.1987.01.0123,Perseus,
tufts:perseus.image.1987.01.0124,Perseus,
tufts:perseus.image.1987.01.0125,Perseus,
tufts:perseus.image.1987.01.0126,Perseus,
tufts:perseus.image.1987.01.0129,Perseus,
tufts:perseus.image.1987.01.0130,Perseus,
tufts:perseus.image.1987.01.0138,Perseus,
tufts:perseus.image.1987.01.0139,Perseus,
tufts:perseus.image.1987.01.0142,Perseus,
tufts:perseus.image.1987.01.0145,Perseus,
tufts:perseus.image.1987.01.0161,Perseus,
tufts:perseus.image.1987.01.0164,Perseus,
tufts:perseus.image.1987.02.0002,Perseus,
tufts:perseus.image.1987.02.0003,Perseus,
tufts:perseus.image.1987.02.0006,Perseus,
tufts:perseus.image.1987.02.0008,Perseus,
tufts:perseus.image.1987.02.0009,Perseus,
tufts:perseus.image.1987.02.0011,Perseus,
tufts:perseus.image.1987.02.0012,Perseus,
tufts:perseus.image.1987.02.0016,Perseus,
tufts:perseus.image.1987.02.0017,Perseus,
tufts:perseus.image.1987.02.0018,Perseus,
tufts:perseus.image.1987.02.0019,Perseus,
tufts:perseus.image.1987.02.0020,Perseus,
tufts:perseus.image.1987.02.0021,Perseus,
tufts:perseus.image.1987.02.0022,Perseus,
tufts:perseus.image.1987.02.0023,Perseus,
tufts:perseus.image.1987.02.0024,Perseus,
tufts:perseus.image.1987.02.0025,Perseus,
tufts:perseus.image.1987.03.0001,Perseus,
tufts:perseus.image.1987.03.0002,Perseus,
tufts:perseus.image.1987.03.0003,Perseus,
tufts:perseus.image.1987.03.0004,Perseus,
tufts:perseus.image.1987.03.0005,Perseus,
tufts:perseus.image.1987.03.0006,Perseus,
tufts:perseus.image.1987.03.0007,Perseus,
tufts:perseus.image.1987.03.0008,Perseus,
tufts:perseus.image.1987.03.0009,Perseus,
tufts:perseus.image.1987.03.0010,Perseus,
tufts:perseus.image.1987.03.0011,Perseus,
tufts:perseus.image.1987.03.0012,Perseus,
tufts:perseus.image.1987.03.0013,Perseus,
tufts:perseus.image.1987.03.0014,Perseus,
tufts:perseus.image.1987.03.0015,Perseus,
tufts:perseus.image.1987.03.0016,Perseus,
tufts:perseus.image.1987.03.0017,Perseus,
tufts:perseus.image.1987.03.0018,Perseus,
tufts:perseus.image.1987.03.0020,Perseus,
tufts:perseus.image.1987.04.0001,Perseus,
tufts:perseus.image.1987.06.0001,Perseus,
tufts:perseus.image.1987.07.0001,Perseus,
tufts:perseus.image.1987.08.0201,Perseus,
tufts:perseus.image.1987.08.0202,Perseus,
tufts:perseus.image.1987.08.0205,Perseus,
tufts:perseus.image.1987.08.0206,Perseus,
tufts:perseus.image.1987.08.0209,Perseus,
tufts:perseus.image.1987.08.0210,Perseus,
tufts:perseus.image.1987.08.0211,Perseus,
tufts:perseus.image.1987.08.0226,Perseus,
tufts:perseus.image.1987.08.0227,Perseus,
tufts:perseus.image.1987.08.0229,Perseus,
tufts:perseus.image.1987.08.0231,Perseus,
tufts:perseus.image.1987.08.0232,Perseus,
tufts:perseus.image.1987.08.0234,Perseus,
tufts:perseus.image.1987.08.0434,Perseus,
tufts:perseus.image.1987.08.0436,Perseus,
tufts:perseus.image.1987.08.0501,Perseus,
tufts:perseus.image.1987.08.0506,Perseus,
tufts:perseus.image.1987.08.0508,Perseus,
tufts:perseus.image.1987.08.0701,Perseus,
tufts:perseus.image.1987.08.0702,Perseus,
tufts:perseus.image.1987.08.0706,Perseus,
tufts:perseus.image.1987.08.0707,Perseus,
tufts:perseus.image.1987.08.0709,Perseus,
tufts:perseus.image.1987.08.0724,Perseus,
tufts:perseus.image.1987.08.0725,Perseus,
tufts:perseus.image.1987.08.0726,Perseus,
tufts:perseus.image.1987.08.0727,Perseus,
tufts:perseus.image.1987.08.0730,Perseus,
tufts:perseus.image.1987.08.0806,Perseus,
tufts:perseus.image.1987.08.0807,Perseus,
tufts:perseus.image.1987.08.0808,Perseus,
tufts:perseus.image.1987.08.0809,Perseus,
tufts:perseus.image.1987.08.0810,Perseus,
tufts:perseus.image.1987.08.0811,Perseus,
tufts:perseus.image.1987.08.0812,Perseus,
tufts:perseus.image.1987.08.0813,Perseus,
tufts:perseus.image.1987.08.0814,Perseus,
tufts:perseus.image.1987.08.0815,Perseus,
tufts:perseus.image.1987.08.0816,Perseus,
tufts:perseus.image.1987.08.0817,Perseus,
tufts:perseus.image.1987.08.0819,Perseus,
tufts:perseus.image.1987.08.0820,Perseus,
tufts:perseus.image.1987.08.0821,Perseus,
tufts:perseus.image.1987.08.0822,Perseus,
tufts:perseus.image.1987.08.0823,Perseus,
tufts:perseus.image.1987.08.0825,Perseus,
tufts:perseus.image.1987.08.0826,Perseus,
tufts:perseus.image.1987.08.0906,Perseus,
tufts:perseus.image.1987.08.0907,Perseus,
tufts:perseus.image.1987.08.0909,Perseus,
tufts:perseus.image.1987.08.0910,Perseus,
tufts:perseus.image.1987.08.0911,Perseus,
tufts:perseus.image.1987.08.0920,Perseus,
tufts:perseus.image.1987.08.0922,Perseus,
tufts:perseus.image.1987.08.0930,Perseus,
tufts:perseus.image.1987.08.0931,Perseus,
tufts:perseus.image.1987.08.0932,Perseus,
tufts:perseus.image.1987.08.0933,Perseus,
tufts:perseus.image.1987.08.0934,Perseus,
tufts:perseus.image.1987.08.0936,Perseus,
tufts:perseus.image.1987.08.0937,Perseus,
tufts:perseus.image.1987.08.1001,Perseus,
tufts:perseus.image.1987.08.1003,Perseus,
tufts:perseus.image.1987.08.1004,Perseus,
tufts:perseus.image.1987.08.1005,Perseus,
tufts:perseus.image.1987.08.1013,Perseus,
tufts:perseus.image.1987.08.1015,Perseus,
tufts:perseus.image.1987.08.1016,Perseus,
tufts:perseus.image.1987.08.1017,Perseus,
tufts:perseus.image.1987.08.1018,Perseus,
tufts:perseus.image.1987.08.1302,Perseus,
tufts:perseus.image.1987.08.1303,Perseus,
tufts:perseus.image.1987.08.1306,Perseus,
tufts:perseus.image.1987.08.1312,Perseus,
tufts:perseus.image.1987.08.1313,Perseus,
tufts:perseus.image.1987.08.1315,Perseus,
tufts:perseus.image.1987.08.1316,Perseus,
tufts:perseus.image.1987.08.1318,Perseus,
tufts:perseus.image.1987.08.1319,Perseus,
tufts:perseus.image.1987.08.1320,Perseus,
tufts:perseus.image.1987.08.1323,Perseus,
tufts:perseus.image.1987.08.1325,Perseus,
tufts:perseus.image.1987.08.1401,Perseus,
tufts:perseus.image.1987.08.1431,Perseus,
tufts:perseus.image.1987.08.1432,Perseus,
tufts:perseus.image.1987.08.1433,Perseus,
tufts:perseus.image.1987.08.1436,Perseus,
tufts:perseus.image.1987.08.1437,Perseus,
tufts:perseus.image.1987.08.1516,Perseus,
tufts:perseus.image.1987.08.1517,Perseus,
tufts:perseus.image.1987.08.1530,Perseus,
tufts:perseus.image.1987.08.1531,Perseus,
tufts:perseus.image.1987.08.2203,Perseus,
tufts:perseus.image.1987.08.2204,Perseus,
tufts:perseus.image.1987.08.2214,Perseus,
tufts:perseus.image.1987.08.2215,Perseus,
tufts:perseus.image.1987.08.2216,Perseus,
tufts:perseus.image.1987.08.2217,Perseus,
tufts:perseus.image.1987.08.2218,Perseus,
tufts:perseus.image.1987.08.2219,Perseus,
tufts:perseus.image.1987.08.2220,Perseus,
tufts:perseus.image.1987.08.2221,Perseus,
tufts:perseus.image.1987.08.2231,Perseus,
tufts:perseus.image.1987.08.2236,Perseus,
tufts:perseus.image.1987.08.2304,Perseus,
